Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
B4031,WHITE,Non Aboriginal,MALE,76,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4032,NORTH AMERICAN,Aboriginal,FEMALE,27,Community,SR,FEDERAL,DETERMINATE,1248,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,
B4033,METIS,Aboriginal,MALE,24,Community,FP,FEDERAL,DETERMINATE,1003,,ALBERTA,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
B4034,BLACK,Non Aboriginal,MALE,40,Community,DP,FEDERAL,DETERMINATE,2284,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,PENTECOSTAL (4
B4035,WHITE,Non Aboriginal,MALE,44,Community,SR,FEDERAL,DETERMINATE,6307,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,ROBBERY,CATHOLIC - ROMA
B4036,WHITE,Non Aboriginal,MALE,65,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,ATTEMPT. MURDER,CATH NON-SPEC
B4037,WHITE,Non Aboriginal,MALE,67,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4038,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1188,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4039,WHITE,Non Aboriginal,MALE,49,Community,SR,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
B4040,CHINESE,Non Aboriginal,MALE,53,Community,DP,FEDERAL,DETERMINATE,914,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,CRIM CODE TRAFF,NONE
B4041,WHITE,Non Aboriginal,MALE,54,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4042,WHITE,Non Aboriginal,MALE,23,Community,SR,FEDERAL,DETERMINATE,1473,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,LOW,ARSON,ATHEIST
B4043,WHITE,Non Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,1570,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,ROBBERY,CATH NON-SPEC
B4044,WHITE,Non Aboriginal,MALE,68,Community,SR,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4045,WHITE,Non Aboriginal,MALE,32,Community,DP,FEDERAL,DETERMINATE,1096,,PRINCE EDWARD I,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4046,NORTH AMERICAN,Aboriginal,MALE,43,Community,FP,FEDERAL,DETERMINATE,730,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4047,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B4048,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4049,WHITE,Non Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,1127,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
B4050,WHITE,Non Aboriginal,FEMALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4051,WHITE,Non Aboriginal,MALE,81,Community,LTSO,FEDERAL,DETERMINATE,1279,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,ATTEMPT. MURDER,CATHOLIC - ROMA
B4052,WHITE,Non Aboriginal,MALE,24,Community,FP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,COMMON ASSAULT,CATHOLIC - ROMA
B4053,WHITE,Non Aboriginal,MALE,48,Community,SR,FEDERAL,DETERMINATE,1338,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ASSAULT,CHRISTIAN REFOR
B4054,WHITE,Non Aboriginal,MALE,60,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
B4055,NORTH AMERICAN,Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,961,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,NATIVE SPIRITUA
B4056,WHITE,Non Aboriginal,MALE,42,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,NONE
B4057,WHITE,Non Aboriginal,MALE,33,Community,DP,FEDERAL,DETERMINATE,1220,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4058,METIS,Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4059,BLACK,Non Aboriginal,FEMALE,54,Community,FP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,RASTAFARIAN
B4060,WHITE,Non Aboriginal,MALE,45,Community,LTSO,FEDERAL,DETERMINATE,1096,,ONTARIO,COMMUNITY CORRE,,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,WICCA
B4061,ARAB/WEST ASIAN,Non Aboriginal,MALE,34,Community,DP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,MUSLIM
B4062,WHITE,Non Aboriginal,MALE,65,Community,SR,FEDERAL,DETERMINATE,2799,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,ROBBERY,PROT NON-SPEC
B4063,WHITE,Non Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,1185,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,ROBBERY,CHRISTIAN REFOR
B4064,WHITE,Non Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,731,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CHRI NON SPEC
B4065,WHITE,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE SUB-OFFI,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
B4066,WHITE,Non Aboriginal,MALE,46,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4067,NORTH AMERICAN,Aboriginal,MALE,23,Community,FP,FEDERAL,DETERMINATE,1583,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,NONE
B4068,WHITE,Non Aboriginal,MALE,24,Community,DP,FEDERAL,DETERMINATE,1645,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4069,NORTH AMERICAN,Aboriginal,MALE,29,Community,SR,FEDERAL,DETERMINATE,1583,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NONE
B4070,NORTH AMERICAN,Aboriginal,MALE,49,Community,FP,FEDERAL,DETERMINATE,1491,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,OTHER CRIM.CODE,NOT STATED
B4071,WHITE,Non Aboriginal,MALE,27,Community,DP,FEDERAL,DETERMINATE,911,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4072,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4073,BLACK,Non Aboriginal,MALE,32,Community,FP,FEDERAL,DETERMINATE,3288,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,ANGLICAN(EPIS.
B4074,CHINESE,Non Aboriginal,MALE,26,Community,FP,FEDERAL,DETERMINATE,1245,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
B4075,WHITE,Non Aboriginal,MALE,26,Community,FP,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4076,WHITE,Non Aboriginal,MALE,66,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,JEHOVAH'S WITNE
B4077,WHITE,Non Aboriginal,MALE,69,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,WEAPON & EXPLOS,CATH NON-SPEC
B4078,NORTH AMERICAN,Aboriginal,FEMALE,36,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4079,WHITE,Non Aboriginal,MALE,46,Community,SR,FEDERAL,DETERMINATE,1157,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4080,WHITE,Non Aboriginal,MALE,51,Community,LTSO,FEDERAL,DETERMINATE,1948,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
B4081,WHITE,Non Aboriginal,MALE,44,Community,DP,FEDERAL,DETERMINATE,1323,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,ARSON,NONE
B4082,METIS,Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,2191,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,OTHER CRIM.CODE,CATHOLIC - ROMA
B4083,WHITE,Non Aboriginal,MALE,63,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,ATTEMPT. MURDER,
B4084,BLACK,Non Aboriginal,MALE,36,Community,SR,FEDERAL,DETERMINATE,1216,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4085,WHITE,Non Aboriginal,MALE,38,Community,FP,FEDERAL,DETERMINATE,2345,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4086,WHITE,Non Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,1461,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,COMMON ASSAULT,CATH NON-SPEC
B4087,WHITE,Non Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,843,,QUEBEC,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,MEDIUM,LOW,MAJOR ASSAULT,CATH NON-SPEC
B4088,WHITE,Non Aboriginal,MALE,45,Community,DP,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B4089,WHITE,Non Aboriginal,MALE,59,Community,SR,FEDERAL,DETERMINATE,3652,,QUEBEC,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
B4090,METIS,Aboriginal,MALE,51,Community,SR,FEDERAL,DETERMINATE,3105,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,ROBBERY,CATH NON-SPEC
B4091,WHITE,Non Aboriginal,MALE,40,Community,DP,FEDERAL,DETERMINATE,1388,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,SEXUAL ASSAULT,CATHOLIC - ROMA
B4092,WHITE,Non Aboriginal,MALE,22,Community,FP,FEDERAL,DETERMINATE,730,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,IMPAIR. DRIVING,BAPTIST
B4093,WHITE,Non Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,1126,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4094,NORTH AMERICAN,Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
B4095,NORTH AMERICAN,Aboriginal,MALE,46,Community,SR,FEDERAL,DETERMINATE,912,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,SEXUAL ABUSE,CATHOLIC - ROMA
B4096,WHITE,Non Aboriginal,MALE,39,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
B4097,WHITE,Non Aboriginal,MALE,66,Community,SR,FEDERAL,DETERMINATE,2922,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,LOW,BREAK AND ENTER,WICCA
B4098,S. E. ASIAN,Non Aboriginal,MALE,45,Community,DP,FEDERAL,DETERMINATE,973,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,FRAUD,CHRI NON SPEC
B4099,WHITE,Non Aboriginal,FEMALE,28,Community,SR,FEDERAL,DETERMINATE,1096,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
B4100,WHITE,Non Aboriginal,MALE,69,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
B4101,WHITE,Non Aboriginal,FEMALE,56,Community,DP,FEDERAL,DETERMINATE,1698,,BRITISH COLUMBI,PAROLE SUB-OFFI,MINIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,CHRI NON SPEC
B4102,ASIAN-SOUTH,Non Aboriginal,MALE,50,Community,FP,FEDERAL,DETERMINATE,1069,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4103,WHITE,Non Aboriginal,FEMALE,28,Community,SR,FEDERAL,DETERMINATE,730,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
B4104,WHITE,Non Aboriginal,MALE,61,Community,DP,FEDERAL,DETERMINATE,2587,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,ROBBERY,CATH NON-SPEC
B4105,WHITE,Non Aboriginal,MALE,70,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
B4106,WHITE,Non Aboriginal,MALE,93,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4107,WHITE,Non Aboriginal,FEMALE,31,Community,FP,FEDERAL,DETERMINATE,2314,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4108,SOUTH ASIAN,Non Aboriginal,MALE,27,Community,FP,FEDERAL,DETERMINATE,2131,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
B4109,ASIAN-SOUTH,Non Aboriginal,FEMALE,48,Community,DP,FEDERAL,DETERMINATE,1096,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
B4110,NORTH AMERICAN,Aboriginal,MALE,45,Community,DP,FEDERAL,DETERMINATE,1095,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,BREAK AND ENTER,NONE
B4111,OTHER,Non Aboriginal,MALE,26,Community,FP,FEDERAL,DETERMINATE,2191,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,SIKH
B4112,WHITE,Non Aboriginal,MALE,46,Community,FP,FEDERAL,DETERMINATE,1341,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B4113,WHITE,Non Aboriginal,MALE,37,Community,DP,FEDERAL,DETERMINATE,1507,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,WEAPON & EXPLOS,CATH NON-SPEC
B4114,WHITE,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,3283,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4115,WHITE,Non Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4116,BLACK,Non Aboriginal,MALE,71,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4117,INUIT,Aboriginal,MALE,28,Community,DP,FEDERAL,DETERMINATE,2192,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,ANGLICAN(EPIS.
B4118,BLACK,Non Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,1513,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,WEAPON & EXPLOS,RASTAFARIAN
B4119,S. E. ASIAN,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,1096,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,TRAF/IMP. DRUGS,BUDDHIST
B4120,WHITE,Non Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4121,SOUTH ASIAN,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,1217,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
B4122,WHITE,Non Aboriginal,MALE,71,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,OTHER
B4123,WHITE,Non Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4124,WHITE,Non Aboriginal,FEMALE,51,Community,FP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,WEAPON & EXPLOS,CATHOLIC - ROMA
B4125,WHITE,Non Aboriginal,MALE,38,Community,SR,FEDERAL,DETERMINATE,973,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,BREAK AND ENTER,NONE
B4126,ARAB/WEST ASIAN,Non Aboriginal,MALE,40,Community,FP,FEDERAL,DETERMINATE,1277,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,MUSLIM
B4127,WHITE,Non Aboriginal,MALE,51,Community,SR,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OTHER CRIM.CODE,NONE
B4128,BLACK,Non Aboriginal,FEMALE,38,Community,SR,FEDERAL,DETERMINATE,751,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,FRAUD,CATHOLIC - ROMA
B4129,WHITE,Non Aboriginal,MALE,43,Community,DP,FEDERAL,DETERMINATE,2060,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,ROBBERY,CATHOLIC - ROMA
B4130,CHINESE,Non Aboriginal,MALE,36,Community,FP,FEDERAL,DETERMINATE,4383,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,OTHER CRIM.CODE,CATHOLIC - ROMA
B4131,WHITE,Non Aboriginal,FEMALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4132,WHITE,Non Aboriginal,MALE,34,Community,FP,FEDERAL,DETERMINATE,912,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,BREAK AND ENTER,CHRI NON SPEC
B4133,WHITE,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,944,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,COMMON ASSAULT,CHRI NON SPEC
B4134,WHITE,Non Aboriginal,MALE,53,Community,SR,FEDERAL,DETERMINATE,730,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,CATHOLIC - ROMA
B4135,WHITE,Non Aboriginal,MALE,42,Community,DP,PROVINCIAL,DETERMINATE,242,,BRITISH COLUMBI,PAROLE OFFICE,,MEDIUM,MEDIUM,MEDIUM,HIGH,THEFT,
B4136,WHITE,Non Aboriginal,MALE,35,Community,SR,FEDERAL,DETERMINATE,1016,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,ROBBERY,CHRI NON SPEC
B4137,SOUTH ASIAN,Non Aboriginal,MALE,42,Community,FP,FEDERAL,DETERMINATE,730,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,THEFT,NONE
B4138,WHITE,Non Aboriginal,MALE,25,Community,SR,FEDERAL,DETERMINATE,1811,,BRITISH COLUMBI,PAROLE OFFICE,MAXIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
B4139,WHITE,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,2739,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
B4140,NORTH AMERICAN,Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
B4141,WHITE,Non Aboriginal,MALE,76,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B4142,WHITE,Non Aboriginal,FEMALE,49,Community,FP,FEDERAL,DETERMINATE,2557,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,FRAUD,UNITED CHURCH
B4143,WHITE,Non Aboriginal,MALE,34,Community,DP,FEDERAL,DETERMINATE,1826,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4144,NORTH AMERICAN,Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,968,,ALBERTA,PAROLE OFFICE,MAXIMUM,HIGH,MEDIUM,LOW,LOW,COMMON ASSAULT,NONE
B4145,NORTH AMERICAN,Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,1505,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,KIDNAPPING,CATHOLIC - ROMA
B4146,WHITE,Non Aboriginal,MALE,30,Community,FP,FEDERAL,DETERMINATE,1095,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,COMMON ASSAULT,CATH NON-SPEC
B4147,NORTH AMERICAN,Aboriginal,MALE,43,Community,SR,FEDERAL,DETERMINATE,3835,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
