Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
6248,NORTH AMERICAN,Indigenous,FEMALE,25,Incarcerated,,DETERMINATE,1096,ALBERTA,SINGLE,NATIVE SPIRITUA
6249,WHITE,Non Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
6250,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1461,ONTARIO,UNKNOWN,
6251,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,NONE
6252,WHITE,Non Indigenous,MALE,40,Supervised,FP,DETERMINATE,2345,QUEBEC,SINGLE,CATH NON-SPEC
6253,WHITE,Non Indigenous,MALE,75,Supervised,LTSO,DETERMINATE,1826,QUEBEC,COMMON LAW,CATH NON-SPEC
6254,WHITE,Non Indigenous,MALE,79,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
6255,ARAB/WEST ASIAN,Non Indigenous,MALE,22,Supervised,SR,DETERMINATE,1246,MANITOBA,SINGLE,MUSLIM
6256,NORTH AMERICAN,Indigenous,FEMALE,34,Supervised,DP,DETERMINATE,731,ONTARIO,SINGLE,NONE
6257,METIS,Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,JUDAISM
6258,WHITE,Non Indigenous,MALE,46,Supervised,DP,DETERMINATE,1461,ONTARIO,MARRIED,UNITARIAN
6259,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2745,BRITISH COLUMBIA,MARRIED,NONE
6260,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1096,ALBERTA,UNKNOWN,
6261,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,925,ALBERTA,COMMON LAW,NONE
6262,WHITE,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CATHOLIC - ROMA
6263,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1067,SASKATCHEWAN,SINGLE,NOT STATED
6264,WHITE,Non Indigenous,FEMALE,61,Incarcerated,,DETERMINATE,6574,QUEBEC,SINGLE,CATH NON-SPEC
6265,NORTH AMERICAN,Indigenous,FEMALE,30,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
6266,METIS,Indigenous,MALE,34,Supervised,SR,DETERMINATE,2602,MANITOBA,MARRIED,NONE
6267,NORTH AMERICAN,Indigenous,MALE,54,Incarcerated,,DETERMINATE,2192,BRITISH COLUMBIA,COMMON LAW,NONE
6268,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,899,ONTARIO,SINGLE,NONE
6269,NORTH AMERICAN,Indigenous,MALE,31,Supervised,SR,DETERMINATE,975,QUEBEC,COMMON LAW,
6270,BLACK,Non Indigenous,FEMALE,43,Supervised,FP,DETERMINATE,1096,QUEBEC,MARRIED,CHRI NON SPEC
6271,LATIN AMERICAN,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CATHOLIC - ROMA
6272,WHITE,Non Indigenous,MALE,44,Supervised,FP,DETERMINATE,2068,ONTARIO,COMMON LAW,CHRI NON SPEC
6273,WHITE,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,1277,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
6274,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
6275,WHITE,Non Indigenous,MALE,43,Supervised,SR,DETERMINATE,913,SASKATCHEWAN,COMMON LAW,NONE
6276,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2680,QUEBEC,COMMON LAW,CATH NON-SPEC
6277,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,NONE
6278,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,ONTARIO,DIVORCED,PROT NON-SPEC
6279,WHITE,Non Indigenous,MALE,55,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
6280,WHITE,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,2192,BRITISH COLUMBIA,MARRIED,NONE
6281,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1564,BRITISH COLUMBIA,MARRIED,CHRI NON SPEC
6282,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,841,ALBERTA,COMMON LAW,MORMON (LATTER
6283,WHITE,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,1583,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
6284,INUIT,Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,ANGLICAN(EPIS.
6285,NORTH AMERICAN,Indigenous,MALE,44,Supervised,SR,DETERMINATE,731,SASKATCHEWAN,COMMON LAW,NOT STATED
6286,WHITE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,1139,ONTARIO,SINGLE,NONE
6287,WHITE,Non Indigenous,MALE,22,Supervised,FP,DETERMINATE,1461,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
6288,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1827,QUEBEC,SINGLE,CATH NON-SPEC
6289,NORTH AMERICAN,Indigenous,MALE,32,Supervised,SR,DETERMINATE,1263,NORTHWEST TERRITORIES,SINGLE,
6290,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,771,ALBERTA,COMMON LAW,NONE
6291,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1310,ONTARIO,COMMON LAW,NONE
6292,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1083,ONTARIO,SINGLE,CATHOLIC - ROMA
6293,NORTH AMERICAN,Indigenous,MALE,35,Incarcerated,,DETERMINATE,1155,MANITOBA,SINGLE,CATHOLIC - ROMA
6294,NORTH AMERICAN,Indigenous,MALE,54,Incarcerated,,DETERMINATE,912,SASKATCHEWAN,COMMON LAW,OTHER
6295,WHITE,Non Indigenous,MALE,62,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
6296,WHITE,Non Indigenous,MALE,70,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
6297,WHITE,Non Indigenous,MALE,27,Supervised,DP,DETERMINATE,732,NOVA SCOTIA,SINGLE,CHRI NON SPEC
6298,FILIPINO,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2536,SASKATCHEWAN,COMMON LAW,MUSLIM
6299,WHITE,Non Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
6300,WHITE,Non Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATHOLIC - ROMA
6301,WHITE,Non Indigenous,MALE,72,Incarcerated,,DETERMINATE,1096,QUEBEC,DIVORCED,CATH NON-SPEC
6302,WHITE,Non Indigenous,MALE,24,Supervised,DP,DETERMINATE,740,ALBERTA,SINGLE,NONE
6303,METIS,Indigenous,MALE,37,Supervised,DP,DETERMINATE,1485,BRITISH COLUMBIA,SINGLE,NONE
6304,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
6305,WHITE,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,957,NEW BRUNSWICK,SINGLE,
6306,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,PROT NON-SPEC
6307,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,2303,ONTARIO,COMMON LAW,CHRI NON SPEC
6308,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,3021,QUEBEC,COMMON LAW,NATIVE SPIRITUA
6309,WHITE,Non Indigenous,MALE,71,Supervised,FP,DETERMINATE,1734,QUEBEC,SINGLE,CATH NON-SPEC
6310,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,1643,QUEBEC,COMMON LAW,CATH NON-SPEC
6311,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1277,NOVA SCOTIA,SINGLE,CATH NON-SPEC
6312,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,3820,QUEBEC,SINGLE,SEVENTH DAY ADV
6313,BLACK,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,3882,ONTARIO,COMMON LAW,RASTAFARIAN
6314,WHITE,Non Indigenous,MALE,49,Supervised,SR,DETERMINATE,5295,ONTARIO,COMMON LAW,CATHOLIC - ROMA
6315,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1280,ALBERTA,COMMON LAW,CATHOLIC - ROMA
6316,WHITE,Non Indigenous,MALE,80,Supervised,FP,INDETERMINATE,0,ONTARIO,UNKNOWN,
6317,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,913,MANITOBA,SINGLE,NONE
6318,WHITE,Non Indigenous,MALE,48,Supervised,SR,DETERMINATE,821,ONTARIO,MARRIED,CATHOLIC - ROMA
6319,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,6329,ONTARIO,COMMON LAW,CATHOLIC - ROMA
6320,,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,MUSLIM
6321,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,CATH NON-SPEC
6322,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,912,ALBERTA,SINGLE,CATHOLIC - ROMA
6323,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1234,QUEBEC,COMMON LAW,CATH NON-SPEC
6324,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,1157,ALBERTA,DIVORCED,CATHOLIC - ROMA
6325,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2283,QUEBEC,COMMON LAW,NONE
6326,NORTH AMERICAN,Indigenous,MALE,39,Incarcerated,,DETERMINATE,731,MANITOBA,COMMON LAW,NONE
6327,WHITE,Non Indigenous,MALE,67,Supervised,FP,INDETERMINATE,0,ALBERTA,MARRIED,CATH NON-SPEC
6328,CHINESE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,1279,ALBERTA,SINGLE,NONE
6329,ASIAN-SOUTH,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,2142,BRITISH COLUMBIA,MARRIED,BUDDHIST
6330,WHITE,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
6331,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,882,QUEBEC,SINGLE,CATH NON-SPEC
6332,METIS,Indigenous,MALE,66,Incarcerated,,INDETERMINATE,0,ONTARIO,UNKNOWN,CATHOLIC - ROMA
6333,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2922,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
6334,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,DETERMINATE,1036,MANITOBA,COMMON LAW,NATIVE SPIRITUA
6335,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,PENTECOSTAL ASS
6336,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,936,ALBERTA,COMMON LAW,CHRI NON SPEC
6337,WHITE,Non Indigenous,MALE,60,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATH NON-SPEC
6338,BLACK,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,1034,QUEBEC,COMMON LAW,CATH NON-SPEC
6339,METIS,Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,MARRIED,CATH NON-SPEC
6340,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,DETERMINATE,823,BRITISH COLUMBIA,SINGLE,NONE
6341,WHITE,Non Indigenous,MALE,34,Supervised,FP,DETERMINATE,2131,ONTARIO,SINGLE,NONE
6342,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,4104,ALBERTA,COMMON LAW,CATHOLIC - ROMA
6343,NORTH AMERICAN,Indigenous,FEMALE,22,Incarcerated,,DETERMINATE,792,NOVA SCOTIA,SINGLE,CATHOLIC - NATI
6344,MULTIRAC/ETHNIC,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,731,QUEBEC,COMMON LAW,
6345,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,1278,QUEBEC,SINGLE,CATH NON-SPEC
6346,METIS,Indigenous,MALE,35,Supervised,SR,DETERMINATE,1736,QUEBEC,SINGLE,CATH NON-SPEC
6347,NORTH AMERICAN,Indigenous,MALE,43,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,ANGLICAN(EPIS.
6348,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,1361,QUEBEC,COMMON LAW,CATH NON-SPEC
6349,NORTH AMERICAN,Indigenous,MALE,20,Incarcerated,,DETERMINATE,823,ALBERTA,COMMON LAW,NATIVE SPIRITUA
6350,METIS,Indigenous,FEMALE,26,Incarcerated,,DETERMINATE,959,SASKATCHEWAN,SINGLE,
6351,WHITE,Non Indigenous,MALE,63,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,NONE
6352,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,1453,ONTARIO,SINGLE,NONE
6353,INUIT,Indigenous,MALE,33,Incarcerated,,DETERMINATE,1612,ONTARIO,SINGLE,ANGLICAN(EPIS.
6354,WHITE,Non Indigenous,MALE,60,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
6355,WHITE,Non Indigenous,MALE,55,Supervised,SR,DETERMINATE,1461,NEW BRUNSWICK,COMMON LAW,CATH NON-SPEC
6356,METIS,Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
6357,BLACK,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,2359,ONTARIO,COMMON LAW,CHRISTIAN & MIS
6358,METIS,Indigenous,FEMALE,32,Incarcerated,,DETERMINATE,731,ALBERTA,COMMON LAW,CHRI NON SPEC
6359,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,1096,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
6360,WHITE,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,3836,ALBERTA,SINGLE,CATHOLIC - ROMA
6361,ARAB,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
6362,METIS,Indigenous,FEMALE,30,Incarcerated,,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
6363,EURO.-EASTERN,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,2465,ONTARIO,MARRIED,CHRI NON SPEC
6364,BLACK,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1727,ONTARIO,SINGLE,NONE
6365,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,3653,ONTARIO,SINGLE,NONE
6366,WHITE,Non Indigenous,MALE,40,Supervised,FP,DETERMINATE,915,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
6367,WHITE,Non Indigenous,MALE,65,Incarcerated,,DETERMINATE,1461,SASKATCHEWAN,DIVORCED,LUTHERAN
6368,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,1658,QUEBEC,COMMON LAW,BUDDHIST
6369,BLACK,Non Indigenous,MALE,72,Incarcerated,,DETERMINATE,7305,ALBERTA,MARRIED,CATH NON-SPEC
6370,WHITE,Non Indigenous,MALE,70,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
6371,WHITE,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,1126,QUEBEC,COMMON LAW,CATH NON-SPEC
6372,MULTIRAC/ETHNIC,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1004,ALBERTA,COMMON LAW,NONE
6373,METIS,Indigenous,MALE,22,Incarcerated,,DETERMINATE,802,QUEBEC,SINGLE,CATH NON-SPEC
6374,WHITE,Non Indigenous,FEMALE,44,Incarcerated,,DETERMINATE,731,QUEBEC,DIVORCED,CATH NON-SPEC
6375,WHITE,Non Indigenous,MALE,59,Supervised,FP,DETERMINATE,1979,ALBERTA,COMMON LAW,CATH NON-SPEC
6376,INUIT,Indigenous,MALE,52,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,ANGLICAN(EPIS.
6377,,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,731,ONTARIO,UNKNOWN,
6378,WHITE,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRISTIAN & MIS
6379,BLACK,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1282,MANITOBA,SINGLE,CHRI NON SPEC
6380,CARIBBEAN,Non Indigenous,MALE,72,Supervised,FP,DETERMINATE,2922,ONTARIO,WIDOW(ER),CATHOLIC - ROMA
6381,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,COMMON LAW,
6382,WHITE,Non Indigenous,MALE,39,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,CATHOLIC - ROMA
6383,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,3653,ONTARIO,DIVORCED,CATHOLIC - ROMA
6384,WHITE,Non Indigenous,MALE,46,Supervised,FP,INDETERMINATE,0,ALBERTA,SINGLE,PROT NON-SPEC
6385,LATIN AMERICAN,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN & MIS
6386,NORTH AMERICAN,Indigenous,MALE,38,Supervised,LTSO,DETERMINATE,1049,NEW BRUNSWICK,SINGLE,NONE
6387,NORTH AMERICAN,Indigenous,FEMALE,21,Incarcerated,,DETERMINATE,1096,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
6388,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
6389,WHITE,Non Indigenous,MALE,56,Supervised,FP,DETERMINATE,1216,QUEBEC,COMMON LAW,CATH NON-SPEC
6390,WHITE,Non Indigenous,MALE,80,Incarcerated,,DETERMINATE,1294,ALBERTA,SINGLE,ANGLICAN(EPIS.
6391,LATIN AMERICAN,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1096,QUEBEC,MARRIED,CATH NON-SPEC
6392,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATHOLIC - ROMA
6393,ARAB/WEST ASIAN,Non Indigenous,MALE,43,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
6394,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,UNKNOWN,
6395,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1813,QUEBEC,SINGLE,CATH NON-SPEC
6396,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,2983,QUEBEC,MARRIED,
6397,WHITE,Non Indigenous,MALE,48,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,NONE
6398,WHITE,Non Indigenous,MALE,71,Supervised,DP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
6399,ASIAN-SOUTH,Non Indigenous,FEMALE,54,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,MUSLIM
6400,BLACK,Non Indigenous,FEMALE,41,Incarcerated,,DETERMINATE,3287,ONTARIO,MARRIED,ANGLICAN(EPIS.
6401,NORTH AMERICAN,Indigenous,MALE,37,Supervised,FP,DETERMINATE,1280,NOVA SCOTIA,COMMON LAW,CATH NON-SPEC
6402,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1675,SASKATCHEWAN,SINGLE,
6403,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,792,ONTARIO,SINGLE,CATHOLIC - ROMA
6404,BLACK,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NONE
6405,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1396,ALBERTA,SINGLE,
6406,S. E. ASIAN,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,1277,ONTARIO,SINGLE,BUDDHIST
6407,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
6408,NORTH AMERICAN,Indigenous,MALE,49,Incarcerated,,DETERMINATE,2192,ALBERTA,SINGLE,CATHOLIC - ROMA
6409,WHITE,Non Indigenous,MALE,28,Supervised,FP,DETERMINATE,1096,NOVA SCOTIA,SINGLE,NOT STATED
6410,NORTH AMERICAN,Indigenous,MALE,29,Supervised,SR,DETERMINATE,915,ALBERTA,UNKNOWN,
6411,NORTH AMERICAN,Indigenous,FEMALE,31,Incarcerated,,DETERMINATE,823,BRITISH COLUMBIA,SINGLE,UNITED CHURCH
6412,WHITE,Non Indigenous,MALE,48,Supervised,SR,DETERMINATE,1005,ONTARIO,SEPARATED,CHRI NON SPEC
6413,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,3045,ALBERTA,SINGLE,PROT NON-SPEC
6414,WHITE,Non Indigenous,FEMALE,24,Incarcerated,,DETERMINATE,915,QUEBEC,COMMON LAW,ATHEIST
6415,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,974,NOVA SCOTIA,SINGLE,
6416,ASIAN-WEST,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,MUSLIM
6417,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1400,ALBERTA,SINGLE,CATH NON-SPEC
6418,WHITE,Non Indigenous,MALE,46,Supervised,SR,DETERMINATE,1643,QUEBEC,COMMON LAW,CATH NON-SPEC
6419,,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1827,ONTARIO,UNKNOWN,
6420,METIS,Indigenous,MALE,45,Incarcerated,,DETERMINATE,2192,MANITOBA,COMMON LAW,CATHOLIC - ROMA
6421,WHITE,Non Indigenous,MALE,28,Supervised,SR,DETERMINATE,916,BRITISH COLUMBIA,SINGLE,NONE
6422,WHITE,Non Indigenous,MALE,42,Supervised,FP,DETERMINATE,2191,ONTARIO,MARRIED,CATH NON-SPEC
6423,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,BUDDHIST
6424,WHITE,Non Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,
6425,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2405,MANITOBA,COMMON LAW,NONE
6426,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,4383,NOVA SCOTIA,COMMON LAW,CHRISTIAN REFOR
6427,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1144,QUEBEC,COMMON LAW,CATH NON-SPEC
6428,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
6429,NORTH AMERICAN,Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,NATIVE SPIRITUA
6430,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1412,QUEBEC,COMMON LAW,CATH NON-SPEC
6431,WHITE,Non Indigenous,MALE,23,Supervised,DP,DETERMINATE,732,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
6432,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,787,NEW BRUNSWICK,SINGLE,UNITED CHURCH
6433,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1136,NOVA SCOTIA,SINGLE,ANGLICAN(EPIS.
6434,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,735,QUEBEC,COMMON LAW,CATH NON-SPEC
6435,BLACK,Non Indigenous,MALE,63,Incarcerated,,DETERMINATE,1764,ONTARIO,SINGLE,OTHER
6436,WHITE,Non Indigenous,MALE,64,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,MARRIED,CATH NON-SPEC
6437,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
6438,WHITE,Non Indigenous,MALE,23,Supervised,FP,DETERMINATE,1142,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
6439,EAST INDIAN,Non Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,MUSLIM
6440,BLACK,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1522,ONTARIO,SINGLE,NONE
6441,ASI-E/SOUTHEAST,Non Indigenous,MALE,19,Incarcerated,,DETERMINATE,1083,BRITISH COLUMBIA,SINGLE,SIKH
6442,WHITE,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,3287,ONTARIO,COMMON LAW,NONE
6443,WHITE,Non Indigenous,MALE,78,Supervised,FP,DETERMINATE,2191,QUEBEC,MARRIED,CATH NON-SPEC
6444,WHITE,Non Indigenous,MALE,34,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,NONE
6445,FILIPINO,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,1246,ALBERTA,DIVORCED,MUSLIM
6446,NORTH AMERICAN,Indigenous,MALE,33,Supervised,DP,DETERMINATE,731,ALBERTA,COMMON LAW,NATIVE SPIRITUA
6447,WHITE,Non Indigenous,MALE,53,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NOT STATED
6448,NORTH AMERICAN,Indigenous,MALE,41,Supervised,SR,DETERMINATE,731,ONTARIO,SINGLE,NATIVE SPIRITUA
6449,WHITE,Non Indigenous,MALE,63,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
6450,WHITE,Non Indigenous,MALE,62,Supervised,SR,DETERMINATE,2010,BRITISH COLUMBIA,MARRIED,PENTECOSTAL ASS
6451,WHITE,Non Indigenous,FEMALE,62,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,CATH NON-SPEC
6452,WHITE,Non Indigenous,MALE,78,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
6453,WHITE,Non Indigenous,MALE,36,Supervised,FP,DETERMINATE,1642,BRITISH COLUMBIA,COMMON LAW,ATHEIST
6454,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2344,ALBERTA,MARRIED,JUDAISM
6455,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,NONE
6456,NORTH AMERICAN,Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,MANITOBA,SINGLE,
6457,WHITE,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1281,ALBERTA,SINGLE,NONE
6458,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,9131,ONTARIO,COMMON LAW,CHRISTIAN & MIS
