Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
2576,BLACK,Non Aboriginal,MALE,19,Incarcerated,,DETERMINATE,1143,ONTARIO,SINGLE,ATHEIST
2577,WHITE,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,1949,ONTARIO,COMMON LAW,PROT NON-SPEC
2578,FIRST NATIONS,Aboriginal,MALE,21,Incarcerated,,DETERMINATE,1461,ONTARIO,COMMON LAW,NATIVE SPIRITUA
2579,BLACK,Non Aboriginal,MALE,22,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,NONE
2580,BLACK,Non Aboriginal,MALE,27,Supervised,SR,DETERMINATE,1096,ONTARIO,COMMON LAW,CHRISTIAN REFOR
2581,WHITE,Non Aboriginal,MALE,38,Supervised,DP,DETERMINATE,2738,ONTARIO,DIVORCED,CATH NON-SPEC
2582,WHITE,Non Aboriginal,MALE,53,Supervised,SR-RES,DETERMINATE,1096,ONTARIO,SINGLE,PRESBYTERIAN
2583,WHITE,Non Aboriginal,MALE,75,Supervised,DP,DETERMINATE,2922,ONTARIO,MARRIED,NOT STATED
2584,WHITE,Non Aboriginal,MALE,66,Incarcerated,,DETERMINATE,1088,ONTARIO,DIVORCED,CATHOLIC - ROMA
2585,LATIN AMERICAN,Non Aboriginal,MALE,25,Supervised,SR-RES,DETERMINATE,1036,ONTARIO,COMMON LAW,MUSLIM
2586,WHITE,Non Aboriginal,MALE,25,Incarcerated,,DETERMINATE,914,ONTARIO,COMMON LAW,NONE
2587,WHITE,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,851,ONTARIO,SINGLE,NONE
2588,MULTIRAC/ETHNIC,Non Aboriginal,MALE,40,Incarcerated,,DETERMINATE,2435,ONTARIO,MARRIED,BAPTIST
2589,WHITE,Non Aboriginal,MALE,50,Incarcerated,,DETERMINATE,759,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2590,WHITE,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,881,ONTARIO,COMMON LAW,MUSLIM
2591,WHITE,Non Aboriginal,MALE,29,Supervised,SR-RES,DETERMINATE,732,ONTARIO,COMMON LAW,NONE
2592,CARIBBEAN,Non Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1344,ONTARIO,SINGLE,HINDU
2593,ASI-E/SOUTHEAST,Non Aboriginal,MALE,29,Incarcerated,,DETERMINATE,853,ONTARIO,COMMON LAW,SIKH
2594,WHITE,Non Aboriginal,MALE,40,Incarcerated,,DETERMINATE,730,ONTARIO,DIVORCED,CHRI NON SPEC
2595,WHITE,Non Aboriginal,MALE,51,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,NOT STATED
2596,WHITE,Non Aboriginal,MALE,50,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2597,WHITE,Non Aboriginal,MALE,51,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,CATH NON-SPEC
2598,WHITE,Non Aboriginal,MALE,66,Incarcerated,,DETERMINATE,7305,BRITISH COLUMBI,MARRIED,BUDDHIST
2599,WHITE,Non Aboriginal,MALE,55,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,SEPARATED,OTHER
2600,METIS,Aboriginal,MALE,50,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,NATIVE SPIRITUA
2601,FIRST NATIONS,Aboriginal,MALE,44,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,ATHEIST
2602,WHITE,Non Aboriginal,MALE,69,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,PROT NON-SPEC
2603,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,2557,BRITISH COLUMBI,COMMON LAW,
2604,WHITE,Non Aboriginal,MALE,34,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATHOLIC - ROMA
2605,WHITE,Non Aboriginal,MALE,59,Supervised,FP-RES,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,PROT NON-SPEC
2606,LATIN AMERICAN,Non Aboriginal,MALE,45,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,JUDAISM
2607,FIRST NATIONS,Aboriginal,MALE,45,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,ATHEIST
2608,FIRST NATIONS,Aboriginal,MALE,45,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,CATHOLIC - ROMA
2609,BLACK,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,1116,ONTARIO,SINGLE,CHRI NON SPEC
2610,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,2070,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2611,WHITE,Non Aboriginal,MALE,25,Incarcerated,,DETERMINATE,1461,ONTARIO,COMMON LAW,NONE
2612,WHITE,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,2556,ONTARIO,SINGLE,CHRI NON SPEC
2613,LATIN AMERICAN,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,1155,ONTARIO,MARRIED,CATHOLIC - ROMA
2614,WHITE,Non Aboriginal,MALE,34,Incarcerated,,DETERMINATE,1400,ONTARIO,SINGLE,NONE
2615,FIRST NATIONS,Aboriginal,MALE,33,Incarcerated,,DETERMINATE,1126,ONTARIO,MARRIED,NONE
2616,BLACK,Non Aboriginal,MALE,38,Supervised,FP,DETERMINATE,1096,ONTARIO,DIVORCED,JUDAISM
2617,WHITE,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,1827,ONTARIO,COMMON LAW,PROT NON-SPEC
2618,WHITE,Non Aboriginal,MALE,44,Supervised,FP,DETERMINATE,1035,ONTARIO,SINGLE,CATHOLIC - ROMA
2619,WHITE,Non Aboriginal,MALE,48,Supervised,SR-RES,DETERMINATE,3105,ONTARIO,SINGLE,PROT NON-SPEC
2620,WHITE,Non Aboriginal,FEMALE,27,Supervised,FP,DETERMINATE,792,ONTARIO,SINGLE,MUSLIM
2621,WHITE,Non Aboriginal,MALE,59,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,CATH NON-SPEC
2622,WHITE,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,730,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2623,ARAB/WEST ASIAN,Non Aboriginal,MALE,32,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,MUSLIM
2624,BLACK,Non Aboriginal,MALE,27,Supervised,SR-RES,DETERMINATE,1278,ONTARIO,SINGLE,MUSLIM
2625,FIRST NATIONS,Aboriginal,MALE,41,Incarcerated,,DETERMINATE,730,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2626,S. E. ASIAN,Non Aboriginal,MALE,27,Supervised,DP,DETERMINATE,1400,ONTARIO,SINGLE,CHRI NON SPEC
2627,WHITE,Non Aboriginal,MALE,66,Incarcerated,,DETERMINATE,1461,ONTARIO,MARRIED,ANGLICAN(EPIS.
2628,SOUTH ASIAN,Non Aboriginal,MALE,32,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,MUSLIM
2629,BLACK,Non Aboriginal,MALE,25,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,CHRISTIAN REFOR
2630,WHITE,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,730,ONTARIO,COMMON LAW,NONE
2631,WHITE,Non Aboriginal,MALE,27,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATHOLIC - ROMA
2632,WHITE,Non Aboriginal,MALE,41,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,ATHEIST
2633,WHITE,Non Aboriginal,MALE,22,Supervised,SR,DETERMINATE,1826,BRITISH COLUMBI,MARRIED,NONE
2634,WHITE,Non Aboriginal,MALE,47,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,NONE
2635,WHITE,Non Aboriginal,MALE,63,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,PROT NON-SPEC
2636,WHITE,Non Aboriginal,MALE,41,Incarcerated,,DETERMINATE,5329,BRITISH COLUMBI,SINGLE,NONE
2637,WHITE,Non Aboriginal,MALE,56,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,DIVORCED,PROT NON-SPEC
2638,WHITE,Non Aboriginal,MALE,67,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,WIDOW(ER),CATH NON-SPEC
2639,CHINESE,Non Aboriginal,MALE,36,Supervised,SR,DETERMINATE,5114,BRITISH COLUMBI,SINGLE,NONE
2640,ARAB/WEST ASIAN,Non Aboriginal,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,WIDOW(ER),ZOROASTRIAN
2641,FIRST NATIONS,Aboriginal,MALE,53,Supervised,SR,DETERMINATE,820,ONTARIO,MARRIED,CATHOLIC - ROMA
2642,FIRST NATIONS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1827,ONTARIO,SINGLE,NATIVE SPIRITUA
2643,WHITE,Non Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2644,FILIPINO,Non Aboriginal,MALE,45,Incarcerated,,DETERMINATE,942,ONTARIO,MARRIED,CHRI NON SPEC
2645,S. E. ASIAN,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,2312,ONTARIO,COMMON LAW,BUDDHIST
2646,WHITE,Non Aboriginal,MALE,35,Supervised,SR,DETERMINATE,1035,ONTARIO,SINGLE,NONE
2647,WHITE,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,1400,ONTARIO,SINGLE,CATHOLIC - ROMA
2648,BLACK,Non Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1826,ONTARIO,SINGLE,ANGLICAN(EPIS.
2649,BLACK,Non Aboriginal,MALE,49,Incarcerated,,DETERMINATE,6574,ONTARIO,COMMON LAW,PROT NON-SPEC
2650,WHITE,Non Aboriginal,MALE,31,Supervised,SR-RES,DETERMINATE,1157,ONTARIO,COMMON LAW,ATHEIST
2651,BLACK,Non Aboriginal,MALE,22,Incarcerated,,DETERMINATE,974,ONTARIO,COMMON LAW,CHRI NON SPEC
2652,WHITE,Non Aboriginal,MALE,42,Incarcerated,,DETERMINATE,790,ONTARIO,DIVORCED,SEVENTH DAY ADV
2653,FIRST NATIONS,Aboriginal,MALE,23,Supervised,SR-RES,DETERMINATE,1096,ONTARIO,COMMON LAW,NATIVE SPIRITUA
2654,WHITE,Non Aboriginal,MALE,32,Incarcerated,,DETERMINATE,1004,ONTARIO,MARRIED,CATHOLIC - ROMA
2655,WHITE,Non Aboriginal,MALE,46,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRI NON SPEC
2656,WHITE,Non Aboriginal,MALE,46,Incarcerated,,DETERMINATE,1240,ONTARIO,SINGLE,CHRISTIAN REFOR
2657,BLACK,Non Aboriginal,MALE,44,Incarcerated,,DETERMINATE,1277,ONTARIO,SINGLE,NONE
2658,WHITE,Non Aboriginal,MALE,50,Incarcerated,,DETERMINATE,2052,ONTARIO,SINGLE,NONE
2659,METIS,Aboriginal,MALE,57,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
2660,WHITE,Non Aboriginal,MALE,39,Supervised,FP,DETERMINATE,1461,ONTARIO,COMMON LAW,JUDAISM
2661,FIRST NATIONS,Aboriginal,MALE,31,Supervised,DP,DETERMINATE,963,ONTARIO,COMMON LAW,NATIVE SPIRITUA
2662,WHITE,Non Aboriginal,MALE,37,Supervised,SR,DETERMINATE,791,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2663,BLACK,Non Aboriginal,MALE,45,Supervised,SR,DETERMINATE,1188,ONTARIO,SINGLE,NONE
2664,WHITE,Non Aboriginal,MALE,42,Supervised,SR-RES,DETERMINATE,1159,ONTARIO,SINGLE,PRESBYTERIAN
2665,WHITE,Non Aboriginal,MALE,27,Incarcerated,,DETERMINATE,2237,ONTARIO,SINGLE,CATH NON-SPEC
2666,WHITE,Non Aboriginal,MALE,48,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,NONE
2667,FIRST NATIONS,Aboriginal,MALE,19,Incarcerated,,DETERMINATE,982,ONTARIO,SINGLE,CHRI NON SPEC
2668,WHITE,Non Aboriginal,MALE,60,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,PROT NON-SPEC
2669,METIS,Aboriginal,MALE,47,Incarcerated,,DETERMINATE,1461,BRITISH COLUMBI,SINGLE,NATIVE SPIRITUA
2670,FIRST NATIONS,Aboriginal,MALE,45,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,OTHER
2671,WHITE,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,1095,BRITISH COLUMBI,SINGLE,NONE
2672,METIS,Aboriginal,MALE,25,Incarcerated,,DETERMINATE,1005,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2673,WHITE,Non Aboriginal,MALE,60,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,DIVORCED,PROT NON-SPEC
2674,WHITE,Non Aboriginal,MALE,78,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,NONE
2675,S. E. ASIAN,Non Aboriginal,MALE,56,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,WIDOW(ER),SIKH
2676,WHITE,Non Aboriginal,MALE,37,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,NONE
2677,WHITE,Non Aboriginal,MALE,56,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,WIDOW(ER),CATH NON-SPEC
2678,WHITE,Non Aboriginal,MALE,23,Incarcerated,,DETERMINATE,1461,ONTARIO,SINGLE,CHRI NON SPEC
2679,S. E. ASIAN,Non Aboriginal,MALE,48,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,BUDDHIST
2680,BLACK,Non Aboriginal,MALE,46,Supervised,SR,DETERMINATE,912,ONTARIO,SINGLE,BAPTIST
2681,WHITE,Non Aboriginal,MALE,39,Incarcerated,,DETERMINATE,1887,ONTARIO,COMMON LAW,NONE
2682,WHITE,Non Aboriginal,MALE,38,Incarcerated,,DETERMINATE,1703,ONTARIO,COMMON LAW,JEHOVAH'S WITNE
2683,WHITE,Non Aboriginal,MALE,37,Incarcerated,,DETERMINATE,1461,ONTARIO,SINGLE,CATHOLIC - ROMA
2684,FIRST NATIONS,Aboriginal,MALE,30,Supervised,SR,DETERMINATE,731,ONTARIO,MARRIED,NONE
2685,WHITE,Non Aboriginal,MALE,43,Supervised,SR-RES,DETERMINATE,823,ONTARIO,COMMON LAW,AGNOSTIC
2686,BLACK,Non Aboriginal,MALE,33,Supervised,SR-RES,DETERMINATE,1096,ONTARIO,MARRIED,NONE
2687,WHITE,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,1461,ONTARIO,COMMON LAW,NONE
2688,WHITE,Non Aboriginal,MALE,23,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,MUSLIM
2689,LATIN AMERICAN,Non Aboriginal,MALE,37,Incarcerated,,DETERMINATE,1212,ONTARIO,SINGLE,CATHOLIC - ROMA
2690,WHITE,Non Aboriginal,MALE,51,Incarcerated,,DETERMINATE,1676,ONTARIO,COMMON LAW,NONE
2691,WHITE,Non Aboriginal,MALE,59,Incarcerated,,DETERMINATE,2070,ONTARIO,SINGLE,CATHOLIC - ROMA
2692,WHITE,Non Aboriginal,MALE,44,Supervised,SR-RES,DETERMINATE,731,ONTARIO,COMMON LAW,NONE
2693,BLACK,Non Aboriginal,MALE,37,Incarcerated,,DETERMINATE,1519,ONTARIO,COMMON LAW,NONE
2694,BLACK,Non Aboriginal,MALE,42,Incarcerated,,DETERMINATE,851,ONTARIO,SEPARATED,SEVENTH DAY ADV
2695,WHITE,Non Aboriginal,MALE,50,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,NONE
2696,WHITE,Non Aboriginal,MALE,38,Incarcerated,,DETERMINATE,1216,ONTARIO,COMMON LAW,CHRI NON SPEC
2697,,Non Aboriginal,MALE,47,Incarcerated,,DETERMINATE,731,ONTARIO,UNKNOWN,
2698,WHITE,Non Aboriginal,MALE,50,Supervised,DP,DETERMINATE,1076,ONTARIO,SINGLE,CATHOLIC - ROMA
2699,EURO.-EASTERN,Non Aboriginal,MALE,26,Incarcerated,,DETERMINATE,1089,ONTARIO,SINGLE,
2700,ARAB/WEST ASIAN,Non Aboriginal,MALE,43,Incarcerated,,DETERMINATE,3822,ONTARIO,MARRIED,CHRI NON SPEC
2701,BLACK,Non Aboriginal,MALE,25,Supervised,FP,DETERMINATE,1096,ONTARIO,SINGLE,BAPTIST
2702,WHITE,Non Aboriginal,MALE,41,Incarcerated,,DETERMINATE,2068,ONTARIO,COMMON LAW,CHRI NON SPEC
2703,ASIATIC,Non Aboriginal,MALE,67,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,OTHER
2704,WHITE,Non Aboriginal,MALE,62,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,PROT NON-SPEC
2705,WHITE,Non Aboriginal,MALE,87,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,UNKNOWN,NOT STATED
2706,WHITE,Non Aboriginal,MALE,80,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,DIVORCED,PROT NON-SPEC
2707,WHITE,Non Aboriginal,MALE,61,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,DIVORCED,NONE
2708,WHITE,Non Aboriginal,MALE,47,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2709,WHITE,Non Aboriginal,FEMALE,35,Incarcerated,,DETERMINATE,1126,BRITISH COLUMBI,COMMON LAW,BUDDHIST
2710,WHITE,Non Aboriginal,MALE,56,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,OTHER
2711,WHITE,Non Aboriginal,MALE,56,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,CATH NON-SPEC
2712,WHITE,Non Aboriginal,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,PROT NON-SPEC
2713,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,731,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2714,WHITE,Non Aboriginal,MALE,28,Supervised,SR-RES,DETERMINATE,1303,ONTARIO,COMMON LAW,NONE
2715,WHITE,Non Aboriginal,MALE,54,Supervised,FP,DETERMINATE,1461,ONTARIO,COMMON LAW,CHRISTIAN REFOR
2716,FIRST NATIONS,Aboriginal,MALE,42,Incarcerated,,DETERMINATE,1155,ONTARIO,SINGLE,CATHOLIC - ROMA
2717,WHITE,Non Aboriginal,MALE,34,Incarcerated,,DETERMINATE,1644,ONTARIO,COMMON LAW,CHRISTIAN REFOR
2718,WHITE,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,NONE
2719,BLACK,Non Aboriginal,MALE,21,Incarcerated,,DETERMINATE,2376,ONTARIO,COMMON LAW,ANGLICAN(EPIS.
2720,FIRST NATIONS,Aboriginal,MALE,24,Supervised,SR,DETERMINATE,1250,ONTARIO,SINGLE,NATIVE SPIRITUA
2721,FIRST NATIONS,Aboriginal,MALE,30,Incarcerated,,DETERMINATE,1096,ONTARIO,SINGLE,PENTECOSTAL ASS
2722,WHITE,Non Aboriginal,MALE,54,Supervised,FP,DETERMINATE,1695,ONTARIO,WIDOW(ER),CATHOLIC - ROMA
2723,WHITE,Non Aboriginal,MALE,60,Incarcerated,,DETERMINATE,912,ONTARIO,DIVORCED,CHRI NON SPEC
2724,BLACK,Non Aboriginal,MALE,30,Incarcerated,,DETERMINATE,1850,ONTARIO,COMMON LAW,CHRI NON SPEC
2725,FIRST NATIONS,Aboriginal,FEMALE,22,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
2726,WHITE,Non Aboriginal,MALE,44,Supervised,DP,DETERMINATE,2465,ONTARIO,DIVORCED,PROT NON-SPEC
2727,WHITE,Non Aboriginal,FEMALE,44,Incarcerated,,DETERMINATE,1049,ONTARIO,SEPARATED,CATH NON-SPEC
2728,WHITE,Non Aboriginal,MALE,36,Incarcerated,,DETERMINATE,1278,ONTARIO,COMMON LAW,JUDAISM
2729,FIRST NATIONS,Aboriginal,MALE,34,Incarcerated,,DETERMINATE,821,ONTARIO,SINGLE,NONE
2730,S. E. ASIAN,Non Aboriginal,MALE,35,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,NONE
2731,WHITE,Non Aboriginal,MALE,37,Supervised,SR-RES,DETERMINATE,1216,ONTARIO,COMMON LAW,NONE
2732,WHITE,Non Aboriginal,MALE,26,Incarcerated,,DETERMINATE,731,ONTARIO,COMMON LAW,NONE
2733,WHITE,Non Aboriginal,MALE,50,Incarcerated,,DETERMINATE,1096,ONTARIO,MARRIED,PROT NON-SPEC
2734,WHITE,Non Aboriginal,MALE,49,Supervised,SR-RES,DETERMINATE,3167,ONTARIO,SINGLE,CATH NON-SPEC
2735,WHITE,Non Aboriginal,MALE,50,Supervised,FP,DETERMINATE,1491,ONTARIO,DIVORCED,NOT STATED
2736,BLACK,Non Aboriginal,MALE,23,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,MUSLIM
2737,WHITE,Non Aboriginal,MALE,62,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2738,WHITE,Non Aboriginal,MALE,56,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,PROT NON-SPEC
2739,WHITE,Non Aboriginal,MALE,84,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,PROT NON-SPEC
2740,WHITE,Non Aboriginal,MALE,71,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,NOT STATED
2741,WHITE,Non Aboriginal,MALE,57,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,
2742,WHITE,Non Aboriginal,MALE,37,Incarcerated,,DETERMINATE,1277,BRITISH COLUMBI,SINGLE,CATHOLIC - ROMA
2743,FIRST NATIONS,Aboriginal,MALE,32,Supervised,SR-RES,DETERMINATE,1826,BRITISH COLUMBI,COMMON LAW,JUDAISM
2744,WHITE,Non Aboriginal,MALE,46,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,OTHER
2745,WHITE,Non Aboriginal,MALE,39,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,WIDOW(ER),ATHEIST
2746,WHITE,Non Aboriginal,MALE,42,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,SEPARATED,NONE
2747,WHITE,Non Aboriginal,MALE,54,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,CATH NON-SPEC
2748,WHITE,Non Aboriginal,MALE,60,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,PROT NON-SPEC
2749,WHITE,Non Aboriginal,MALE,69,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBI,DIVORCED,PROT NON-SPEC
2750,FIRST NATIONS,Aboriginal,MALE,26,Incarcerated,,DETERMINATE,730,BRITISH COLUMBI,SINGLE,NATIVE SPIRITUA
2751,WHITE,Non Aboriginal,MALE,65,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,PROT NON-SPEC
2752,BLACK,Non Aboriginal,MALE,33,Supervised,SR,DETERMINATE,1277,BRITISH COLUMBI,COMMON LAW,CHRISTIAN REFOR
2753,WHITE,Non Aboriginal,MALE,36,Supervised,SR-RES,DETERMINATE,2132,BRITISH COLUMBI,COMMON LAW,NONE
2754,FIRST NATIONS,Aboriginal,MALE,39,Incarcerated,,DETERMINATE,1461,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2755,WHITE,Non Aboriginal,MALE,28,Incarcerated,,DETERMINATE,1185,ONTARIO,SINGLE,CHRI NON SPEC
2756,WHITE,Non Aboriginal,MALE,47,Supervised,SR-RES,DETERMINATE,806,ONTARIO,SINGLE,CATHOLIC - ROMA
2757,METIS,Aboriginal,MALE,30,Supervised,SR,DETERMINATE,1407,ONTARIO,COMMON LAW,JUDAISM
2758,WHITE,Non Aboriginal,MALE,61,Incarcerated,,DETERMINATE,1293,ONTARIO,SINGLE,NONE
2759,CHINESE,Non Aboriginal,FEMALE,42,Incarcerated,,DETERMINATE,730,ONTARIO,DIVORCED,CATH NON-SPEC
2760,INUIT,Aboriginal,MALE,32,Incarcerated,,DETERMINATE,1066,ONTARIO,SINGLE,CATH NON-SPEC
2761,WHITE,Non Aboriginal,MALE,61,Incarcerated,,DETERMINATE,730,ONTARIO,MARRIED,ANGLICAN(EPIS.
2762,FIRST NATIONS,Aboriginal,MALE,27,Supervised,SR,DETERMINATE,1509,ONTARIO,COMMON LAW,NATIVE SPIRITUA
2763,FIRST NATIONS,Aboriginal,MALE,29,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,NONE
2764,BLACK,Non Aboriginal,MALE,29,Incarcerated,,DETERMINATE,2284,ONTARIO,COMMON LAW,CHRI NON SPEC
2765,WHITE,Non Aboriginal,MALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
2766,BLACK,Non Aboriginal,MALE,32,Supervised,SR-RES,DETERMINATE,1188,ONTARIO,SINGLE,CHRISTIAN REFOR
2767,BLACK,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,1940,ONTARIO,COMMON LAW,RASTAFARIAN
2768,WHITE,Non Aboriginal,MALE,25,Supervised,SR,DETERMINATE,943,ONTARIO,COMMON LAW,NONE
2769,BLACK,Non Aboriginal,MALE,24,Incarcerated,,DETERMINATE,1461,ONTARIO,COMMON LAW,CHRI NON SPEC
2770,S. E. ASIAN,Non Aboriginal,MALE,31,Incarcerated,,DETERMINATE,1461,ONTARIO,SEPARATED,JUDAISM
2771,WHITE,Non Aboriginal,MALE,53,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,NONE
2772,WHITE,Non Aboriginal,MALE,61,Incarcerated,,DETERMINATE,3837,ONTARIO,DIVORCED,BAPTIST
2773,BLACK,Non Aboriginal,MALE,23,Incarcerated,,DETERMINATE,1095,ONTARIO,SINGLE,CHRI NON SPEC
2774,FIRST NATIONS,Aboriginal,FEMALE,39,Incarcerated,,DETERMINATE,1826,ONTARIO,SINGLE,PROT NON-SPEC
2775,BLACK,Non Aboriginal,MALE,37,Incarcerated,,DETERMINATE,1826,ONTARIO,MARRIED,BAHA'I
2776,WHITE,Non Aboriginal,MALE,41,Incarcerated,,DETERMINATE,1643,ONTARIO,SINGLE,OTHER
2777,EURO.-EASTERN,Non Aboriginal,MALE,73,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBI,MARRIED,OTHER
2778,BLACK,Non Aboriginal,MALE,51,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,COMMON LAW,OTHER
2779,WHITE,Non Aboriginal,MALE,55,Incarcerated,,DETERMINATE,2467,BRITISH COLUMBI,SINGLE,NONE
2780,WHITE,Non Aboriginal,MALE,71,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBI,SINGLE,CATH NON-SPEC
2781,WHITE,Non Aboriginal,MALE,52,Incarcerated,,DETERMINATE,5814,BRITISH COLUMBI,SEPARATED,NONE
