Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
2368,WHITE,Non Indigenous,FEMALE,56,Incarcerated,,DETERMINATE,1279,NOVA SCOTIA,MARRIED,BAPTIST
2369,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2370,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,2130,ALBERTA,SINGLE,NONE
2371,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,2379,NEW BRUNSWICK,SINGLE,SEVENTH DAY ADV
2372,WHITE,Non Indigenous,MALE,66,Supervised,FP,DETERMINATE,912,QUEBEC,DIVORCED,CATH NON-SPEC
2373,NORTH AMERICAN,Indigenous,MALE,35,Incarcerated,,DETERMINATE,3126,MANITOBA,COMMON LAW,NATIVE SPIRITUA
2374,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,NONE
2375,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,2130,ONTARIO,SINGLE,NONE
2376,BLACK,Non Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,RASTAFARIAN
2377,BLACK,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
2378,METIS,Indigenous,MALE,38,Incarcerated,,DETERMINATE,3042,QUEBEC,SINGLE,NONE
2379,WHITE,Non Indigenous,MALE,25,Supervised,SR,DETERMINATE,775,ONTARIO,SINGLE,CATHOLIC - ROMA
2380,ARAB/WEST ASIAN,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,3167,ONTARIO,MARRIED,CATHOLIC - ROMA
2381,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,3424,BRITISH COLUMBIA,SINGLE,
2382,METIS,Indigenous,MALE,57,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,PROT NON-SPEC
2383,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1004,QUEBEC,SINGLE,CATH NON-SPEC
2384,WHITE,Non Indigenous,MALE,27,Supervised,DP,DETERMINATE,1096,NOVA SCOTIA,SINGLE,NONE
2385,SOUTH ASIAN,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),SIKH
2386,WHITE,Non Indigenous,MALE,51,Supervised,SR,DETERMINATE,3500,ONTARIO,SINGLE,CATHOLIC - ROMA
2387,MULTIRAC/ETHNIC,Non Indigenous,FEMALE,32,Incarcerated,,DETERMINATE,1795,ALBERTA,SINGLE,NOT STATED
2388,NORTH AMERICAN,Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
2389,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,891,QUEBEC,COMMON LAW,CATH NON-SPEC
2390,ARAB,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,2771,QUEBEC,SEPARATED,MUSLIM
2391,WHITE,Non Indigenous,MALE,35,Supervised,FP,DETERMINATE,3895,QUEBEC,SINGLE,CATHOLIC - ROMA
2392,WHITE,Non Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,NONE
2393,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,736,ALBERTA,SINGLE,NONE
2394,WHITE,Non Indigenous,MALE,61,Supervised,SR,DETERMINATE,1461,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2395,WHITE,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,1419,ONTARIO,SINGLE,NONE
2396,METIS,Indigenous,MALE,27,Incarcerated,,DETERMINATE,731,ALBERTA,COMMON LAW,
2397,UNABLE SPECIFY,Non Indigenous,MALE,64,Incarcerated,,DETERMINATE,1155,SASKATCHEWAN,DIVORCED,PROT NON-SPEC
2398,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,1430,ONTARIO,SINGLE,AGNOSTIC
2399,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,823,SASKATCHEWAN,UNKNOWN,
2400,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
2401,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,CHRI NON SPEC
2402,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
2403,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,1713,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2404,BLACK,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2282,ONTARIO,SINGLE,CATHOLIC - ROMA
2405,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1645,ONTARIO,COMMON LAW,NONE
2406,WHITE,Non Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,BUDDHIST
2407,WHITE,Non Indigenous,MALE,69,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,NONE
2408,NORTH AMERICAN,Indigenous,MALE,63,Incarcerated,,INDETERMINATE,0,QUEBEC,WIDOW(ER),CATH NON-SPEC
2409,SOUTH ASIAN,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,3928,ONTARIO,MARRIED,CHRISTIAN REFOR
2410,LATIN AMERICAN,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,2191,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2411,WHITE,Non Indigenous,MALE,23,Supervised,FP,DETERMINATE,1095,ONTARIO,SINGLE,NONE
2412,NORTH AMERICAN,Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,OTHER
2413,NORTH AMERICAN,Indigenous,MALE,39,Incarcerated,,DETERMINATE,1826,NEW BRUNSWICK,COMMON LAW,CATHOLIC - ROMA
2414,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1004,ALBERTA,COMMON LAW,CHRI NON SPEC
2415,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,2557,ALBERTA,SINGLE,CATHOLIC - ROMA
2416,WHITE,Non Indigenous,FEMALE,31,Incarcerated,,DETERMINATE,1095,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2417,WHITE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,NONE
2418,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
2419,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,NONE
2420,WHITE,Non Indigenous,MALE,59,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATHOLIC - ROMA
2421,NORTH AMERICAN,Indigenous,MALE,27,Incarcerated,,DETERMINATE,732,ONTARIO,SINGLE,NATIVE SPIRITUA
2422,WHITE,Non Indigenous,MALE,51,Supervised,SR,DETERMINATE,4383,QUEBEC,COMMON LAW,BUDDHIST
2423,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,793,ONTARIO,SINGLE,NATIVE SPIRITUA
2424,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,CATH NON-SPEC
2425,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,6454,QUEBEC,COMMON LAW,CATH NON-SPEC
2426,MULTIRAC/ETHNIC,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,731,BRITISH COLUMBIA,MARRIED,ANGLICAN(EPIS.
2427,WHITE,Non Indigenous,MALE,22,Supervised,SR,DETERMINATE,914,ALBERTA,SINGLE,NONE
2428,ARAB,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,MUSLIM
2429,WHITE,Non Indigenous,MALE,62,Incarcerated,,INDETERMINATE,0,MANITOBA,SEPARATED,NOT STATED
2430,WHITE,Non Indigenous,MALE,39,Supervised,SR,DETERMINATE,1217,MANITOBA,SINGLE,JEHOVAH'S WITNE
2431,,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,1096,QUEBEC,COMMON LAW,
2432,INUIT,Indigenous,MALE,28,Incarcerated,,DETERMINATE,1918,ONTARIO,SINGLE,ANGLICAN(EPIS.
2433,NORTH AMERICAN,Indigenous,MALE,55,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
2434,WHITE,Non Indigenous,MALE,60,Supervised,SR,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
2435,WHITE,Non Indigenous,MALE,49,Supervised,DP,DETERMINATE,956,QUEBEC,SINGLE,CATH NON-SPEC
2436,ARAB/WEST ASIAN,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,2314,ONTARIO,MARRIED,MUSLIM
2437,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,CATH NON-SPEC
2438,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
2439,LATIN AMERICAN,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1068,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
2440,LATIN AMERICAN,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,2192,ALBERTA,SINGLE,
2441,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,COMMON LAW,NONE
2442,METIS,Indigenous,MALE,40,Incarcerated,,DETERMINATE,1824,MANITOBA,MARRIED,PROT NON-SPEC
2443,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,761,NEW BRUNSWICK,SINGLE,NONE
2444,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1219,QUEBEC,COMMON LAW,CATH NON-SPEC
2445,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1451,QUEBEC,SINGLE,CATH NON-SPEC
2446,METIS,Indigenous,MALE,20,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
2447,WHITE,Non Indigenous,MALE,29,Supervised,DP,DETERMINATE,798,QUEBEC,SINGLE,
2448,CARIBBEAN,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1066,ONTARIO,COMMON LAW,RASTAFARIAN
2449,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,5479,BRITISH COLUMBIA,COMMON LAW,CATHOLIC - ROMA
2450,WHITE,Non Indigenous,MALE,20,Supervised,SR,DETERMINATE,898,ONTARIO,SINGLE,
2451,BLACK,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,3287,ONTARIO,COMMON LAW,RASTAFARIAN
2452,NORTH AMERICAN,Indigenous,MALE,49,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
2453,NORTH AMERICAN,Indigenous,MALE,25,Supervised,SR,DETERMINATE,730,ONTARIO,SINGLE,NATIVE SPIRITUA
2454,BLACK,Non Indigenous,FEMALE,25,Incarcerated,,DETERMINATE,1369,QUEBEC,SINGLE,ATHEIST
2455,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2456,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1826,ONTARIO,SINGLE,OTHER
2457,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,3653,ONTARIO,COMMON LAW,NONE
2458,WHITE,Non Indigenous,MALE,65,Incarcerated,,DETERMINATE,1461,ONTARIO,SEPARATED,CATHOLIC - ROMA
2459,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2131,QUEBEC,SINGLE,CATH NON-SPEC
2460,NORTH AMERICAN,Indigenous,MALE,55,Incarcerated,,DETERMINATE,1096,ONTARIO,SINGLE,NATIVE SPIRITUA
2461,METIS,Indigenous,FEMALE,50,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,UNITED CHURCH
2462,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1034,ONTARIO,SINGLE,WICCA
2463,METIS,Indigenous,MALE,36,Incarcerated,,DETERMINATE,1945,QUEBEC,COMMON LAW,CATH NON-SPEC
2464,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1114,ONTARIO,SINGLE,CATHOLIC - ROMA
2465,WHITE,Non Indigenous,MALE,72,Incarcerated,,DETERMINATE,22278,NEW BRUNSWICK,SINGLE,JUDAISM
2466,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,731,QUEBEC,SINGLE,CATH NON-SPEC
2467,WHITE,Non Indigenous,MALE,69,Incarcerated,,DETERMINATE,2191,QUEBEC,COMMON LAW,CATH NON-SPEC
2468,,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,2178,SASKATCHEWAN,UNKNOWN,
2469,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
2470,BLACK,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1927,MANITOBA,SINGLE,CATHOLIC - ROMA
2471,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
2472,NORTH AMERICAN,Indigenous,MALE,37,Incarcerated,,DETERMINATE,1280,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
2473,WHITE,Non Indigenous,FEMALE,30,Supervised,DP,DETERMINATE,730,NEW BRUNSWICK,COMMON LAW,CATHOLIC - ROMA
2474,METIS,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1281,ALBERTA,COMMON LAW,NATIVE SPIRITUA
2475,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
2476,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2477,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1141,MANITOBA,SINGLE,CATHOLIC - ROMA
2478,WHITE,Non Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NONE
2479,WHITE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,OTHER
2480,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,735,QUEBEC,COMMON LAW,CATH NON-SPEC
2481,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
2482,S. E. ASIAN,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,3951,ONTARIO,DIVORCED,BUDDHIST
2483,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,912,QUEBEC,COMMON LAW,CATH NON-SPEC
2484,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2712,SASKATCHEWAN,SINGLE,
2485,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2486,NORTH AMERICAN,Indigenous,FEMALE,29,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
2487,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1856,MANITOBA,SINGLE,CHRISTIAN & MIS
2488,WHITE,Non Indigenous,MALE,25,Supervised,DP,DETERMINATE,1156,PRINCE EDWARD ISLAND,SINGLE,NOT STATED
2489,NORTH AMERICAN,Indigenous,MALE,28,Supervised,SR,DETERMINATE,1721,BRITISH COLUMBIA,COMMON LAW,
2490,WHITE,Non Indigenous,FEMALE,19,Incarcerated,,DETERMINATE,2376,NOVA SCOTIA,SINGLE,NONE
2491,EURO.-NORTHERN,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2492,NORTH AMERICAN,Indigenous,MALE,37,Incarcerated,,DETERMINATE,5479,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
2493,CARIBBEAN,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,1074,ONTARIO,SINGLE,CHRI NON SPEC
2494,WHITE,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2495,METIS,Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATHOLIC - NATI
2496,WHITE,Non Indigenous,MALE,37,Supervised,FP,DETERMINATE,2282,ALBERTA,COMMON LAW,NONE
2497,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,731,NOVA SCOTIA,SEPARATED,CATH NON-SPEC
2498,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,5995,ONTARIO,DIVORCED,PROT NON-SPEC
2499,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1247,ALBERTA,SINGLE,CATH NON-SPEC
2500,WHITE,Non Indigenous,FEMALE,79,Incarcerated,,DETERMINATE,1014,NOVA SCOTIA,WIDOW(ER),CATHOLIC - ROMA
2501,WHITE,Non Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),CATHOLIC - ROMA
2502,NORTH AMERICAN,Indigenous,FEMALE,22,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
2503,WHITE,Non Indigenous,MALE,32,Supervised,DP,DETERMINATE,1827,ALBERTA,COMMON LAW,
2504,WHITE,Non Indigenous,FEMALE,30,Supervised,SR,DETERMINATE,730,ONTARIO,WIDOW(ER),CATH NON-SPEC
2505,CHINESE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1186,ALBERTA,SINGLE,BUDDHIST
2506,WHITE,Non Indigenous,FEMALE,40,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
2507,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,791,QUEBEC,SINGLE,CATH NON-SPEC
2508,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,2253,QUEBEC,SINGLE,BUDDHIST
2509,BLACK,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2040,ALBERTA,COMMON LAW,MUSLIM
2510,MULTIRAC/ETHNIC,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,913,ONTARIO,SINGLE,CHRI NON SPEC
2511,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
2512,BLACK,Non Indigenous,MALE,22,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,
2513,WHITE,Non Indigenous,MALE,61,Supervised,SR,DETERMINATE,2557,QUEBEC,DIVORCED,CATH NON-SPEC
2514,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,2922,ALBERTA,COMMON LAW,NONE
2515,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1826,ONTARIO,COMMON LAW,CHRI NON SPEC
2516,NORTH AMERICAN,Indigenous,MALE,48,Incarcerated,,DETERMINATE,1491,NEW BRUNSWICK,DIVORCED,CATH NON-SPEC
2517,METIS,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1553,ALBERTA,SINGLE,MUSLIM
2518,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1280,ALBERTA,COMMON LAW,CATHOLIC - ROMA
2519,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,ALBERTA,MARRIED,PROT NON-SPEC
2520,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,989,QUEBEC,COMMON LAW,MUSLIM
2521,METIS,Indigenous,MALE,29,Supervised,SR,DETERMINATE,734,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
2522,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,730,SASKATCHEWAN,UNKNOWN,
2523,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
2524,WHITE,Non Indigenous,MALE,42,Supervised,FP,DETERMINATE,2556,ONTARIO,SINGLE,NONE
2525,METIS,Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2526,ARAB/WEST ASIAN,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,MUSLIM
2527,METIS,Indigenous,MALE,48,Supervised,DP,DETERMINATE,1461,MANITOBA,SINGLE,NONE
2528,NORTH AMERICAN,Indigenous,MALE,51,Incarcerated,,DETERMINATE,2728,ALBERTA,SINGLE,CATH NON-SPEC
2529,WHITE,Non Indigenous,MALE,41,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,JUDAISM
2530,MULTIRAC/ETHNIC,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,3105,BRITISH COLUMBIA,COMMON LAW,NONE
2531,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1146,BRITISH COLUMBIA,SINGLE,NONE
2532,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,3011,ALBERTA,SINGLE,CATHOLIC - ROMA
2533,WHITE,Non Indigenous,FEMALE,33,Supervised,DP,DETERMINATE,823,SASKATCHEWAN,COMMON LAW,ATHEIST
2534,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,OTHER
2535,NORTH AMERICAN,Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SEPARATED,NATIVE SPIRITUA
2536,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,5783,QUEBEC,COMMON LAW,CATH NON-SPEC
2537,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1834,ONTARIO,SINGLE,CATH NON-SPEC
2538,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1430,QUEBEC,COMMON LAW,CATH NON-SPEC
2539,BLACK,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1338,ONTARIO,SINGLE,NONE
2540,ASIAN-SOUTH,Non Indigenous,MALE,25,Supervised,DP,DETERMINATE,731,ONTARIO,COMMON LAW,CHRI NON SPEC
2541,WHITE,Non Indigenous,MALE,63,Supervised,SR,DETERMINATE,1748,QUEBEC,SINGLE,CATH NON-SPEC
2542,WHITE,Non Indigenous,MALE,47,Supervised,SR,DETERMINATE,1262,ONTARIO,COMMON LAW,CATHOLIC - ROMA
2543,BLACK,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1004,ONTARIO,SINGLE,MUSLIM
2544,WHITE,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,SEVENTH DAY ADV
2545,METIS,Indigenous,MALE,66,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,SEPARATED,CATH NON-SPEC
2546,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,1187,BRITISH COLUMBIA,COMMON LAW,CATH NON-SPEC
2547,WHITE,Non Indigenous,MALE,71,Incarcerated,,DETERMINATE,912,ONTARIO,MARRIED,CATHOLIC - ROMA
2548,WHITE,Non Indigenous,MALE,55,Supervised,FP,DETERMINATE,3652,BRITISH COLUMBIA,SINGLE,NONE
2549,WHITE,Non Indigenous,MALE,44,Supervised,SR,DETERMINATE,2060,ONTARIO,DIVORCED,CATHOLIC - ROMA
2550,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,3470,QUEBEC,COMMON LAW,CATH NON-SPEC
2551,METIS,Indigenous,MALE,31,Incarcerated,,DETERMINATE,1949,ALBERTA,SINGLE,
2552,BLACK,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1079,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
2553,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,823,ONTARIO,MARRIED,MUSLIM
2554,NORTH AMERICAN,Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
2555,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CATH NON-SPEC
2556,METIS,Indigenous,MALE,46,Incarcerated,,DETERMINATE,1126,QUEBEC,MARRIED,CATH NON-SPEC
2557,NORTH AMERICAN,Indigenous,MALE,55,Incarcerated,,DETERMINATE,6574,ONTARIO,SINGLE,CATHOLIC - ROMA
2558,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,861,SASKATCHEWAN,COMMON LAW,
2559,SOUTH ASIAN,Non Indigenous,MALE,43,Supervised,FP,DETERMINATE,2495,BRITISH COLUMBIA,COMMON LAW,OTHER
2560,METIS,Indigenous,MALE,40,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
2561,WHITE,Non Indigenous,MALE,56,Supervised,SR,DETERMINATE,2677,QUEBEC,SINGLE,CATH NON-SPEC
2562,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,830,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
2563,FILIPINO,Non Indigenous,MALE,52,Supervised,SR,DETERMINATE,4292,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
2564,NORTH AMERICAN,Indigenous,MALE,28,Supervised,FP,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,OTHER
2565,METIS,Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2566,NORTH AMERICAN,Indigenous,MALE,37,Incarcerated,,DETERMINATE,735,SASKATCHEWAN,UNKNOWN,
2567,WHITE,Non Indigenous,MALE,70,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
2568,METIS,Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2569,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,OTHER
2570,INUIT,Indigenous,MALE,26,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,ANGLICAN(EPIS.
2571,SOUTH ASIAN,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1095,BRITISH COLUMBIA,SINGLE,HINDU
2572,LATIN AMERICAN,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,2692,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
2573,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,1407,BRITISH COLUMBIA,MARRIED,CATHOLIC - ROMA
2574,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,1978,MANITOBA,COMMON LAW,CATHOLIC - ROMA
2575,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,732,ONTARIO,SINGLE,NONE
2576,WHITE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,912,ONTARIO,COMMON LAW,NONE
2577,MULTIRAC/ETHNIC,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,891,QUEBEC,COMMON LAW,CATH NON-SPEC
